country,iso3c,year,Pillar 1  - Data Use - Score,Pillar 2 - Data Services - Score,Pillar 3 - Data Products - Score,Pillar 4 - Data Sources - Score,Pillar 5 - Data Infrastructure - Score,SPI Overall Score,Dimension 1.5: Data use by international organizations,Dimension 2.1: Data Releases,Dimension 2.2: Online access,Dimension 2.4: Data services,Dimension 3.1: Social Statistics,Dimension 3.2: Economic Statistics,Dimension 3.3: Environmental Statistics,Dimension 3.4: Institutional Statistics,Dimension 4.1: Censuses,Dimension 4.1: Surveys,Dimension 4.2: Administrative Data,Dimension 4.3: Geospatial Data,Dimension 5.1: Legislation and governance,Dimension 5.2: Standards and Methods,Dimension 5.5: Finance,Dimension 1.5: Data use by international organisations - Availability of Comparable Poverty headcount ratio at $2.15 a day,"Dimension 1.5: Data use by international organisations - Availability of Mortality rate, under-5 (per 1,000 live births) data meeting quality standards according to UN IGME",Dimension 1.5: Data use by international organisations - Quality of Debt service data according to World Bank,Dimension 1.5: Data use by international organisations - Safely Managed Drinking Water,Dimension 1.5: Data use by international organisations - Labor force participation rate by sex and age (%),Dimension 2.1: Data releases - SDDS/e-GDDS subscription,Dimension 2.2: Online access - Machine Readability Score,Dimension 2.2: Online access - Non-Proprietary format Score,Dimension 2.2: Online access - Download Options Score,Dimension 2.2: Online access - Metadata Available Score,Dimension 2.2: Online access - Terms of Use Score,Dimension 2.2: Online access - ODIN Open Data Openness score,Dimension 2.4: Data access services - NADA metadata,Dimension 3.1: SDG Goal 1 - GOAL 1: No Poverty,Dimension 3.2: SDG Goal 2 - GOAL 2: Zero Hunger,Dimension 3.3: SDG Goal 3 - GOAL 3: Good Health and Well-being,Dimension 3.4: SDG Goal 4 - GOAL 4: Quality Education,Dimension 3.5: SDG Goal 5 - GOAL 5: Gender Equality,Dimension 3.6: SDG Goal 6 - GOAL 6: Clean Water and Sanitation,Dimension 3.7: SDG Goal 7 - GOAL 7: Affordable and Clean Energy,Dimension 3.8: SDG Goal 8 - GOAL 8: Decent Work and Economic Growth,"Dimension 3.9: SDG Goal 9 - GOAL 9: Industry, Innovation and Infrastructure",Dimension 3.10: SDG Goal 10 - GOAL 10: Reduced Inequality,Dimension 3.11: SDG Goal 11 - GOAL 11: Sustainable Cities and Communities,Dimension 3.12: SDG Goal 12 - GOAL 12: Responsible Consumption and Production,Dimension 3.13: SDG Goal 13 - GOAL 13: Climate Action,Dimension 3.15: SDG Goal 15 - GOAL 15: Life on Land,Dimension 3.16: SDG Goal 16 - GOAL 16: Peace and Justice Strong Institutions,Dimension 3.17: SDG Goal 17 - GOAL 17: Partnerships to achieve the Goal,Dimension 4.1: censuses and surveys - Population & Housing census,Dimension 4.1: censuses and surveys - Agriculture census,Dimension 4.1: censuses and surveys - Business/establishment census,"Dimension 4.1: censuses and surveys - Household Survey on income, etc",Dimension 4.1: censuses and surveys - Agriculture survey,Dimension 4.1: censuses and surveys - Labor Force Survey,Dimension 4.1: censuses and surveys - Health/Demographic survey,Dimension 4.1: censuses and surveys - Business/establishment survey,Dimension 4.2: administrative data - CRVS (WDI),Dimension 4.3: geospatial data - Geospatial data available at 1st Admin Level,Dimension 5.1: Legislation and governance - Legislation Indicator based on PARIS21 indicators on SDG 17.18.2,Dimension 5.2: standards - System of national accounts in use,Dimension 5.2: standards - National Accounts base year,Dimension 5.2: standards - Classification of national industry,Dimension 5.2: standards - CPI base year,Dimension 5.2: standards - Classification of household consumption,Dimension 5.2: standards - Classification of status of employment,Dimension 5.2: standards - Central government accounting status,Dimension 5.2: standards - Compilation of government finance statistics,Dimension 5.2: standards - Compilation of monetary and financial statistics,Dimension 5.2: standards - Business process,Dimension 5.5: Finance - Finance Indicator based on PARIS21 indicators on SDG 17.18.3 & SDG 17.19.1,income,region,weights,population
Nauru,NRU,2019,20,,34.91875,,5,,0.2,0,,0,0.338833333,0.360833333,0.389,0.3055,0.333333333,0.134,1,,1,0.05,0,0,0,0,1,0,0,,,,,,,0,0.286,0.143,0.524,0.455,0.125,0.5,0.8,0.143,0.222,0.333,0.167,0.5,0,0.778,0.222,0.389,1,0,0,0.67,0,0,0,0,1,,1,0.5,0,0,0,0,0,0,0,0,0,0,High income,East Asia & Pacific,1,12581
New Caledonia,NCL,2019,70,,16.025,,,,0.7,0,,,0.1285,0.138666667,0.3335,0.147,,,1,,1,,-99,1,0,1,1,0.5,0,,,,,,,,0,0.222,0.091,0,0.125,0.333,0.4,0.071,0.111,0,0,0.25,0,0.667,0,0.294,1,0,,,,,,,1,,1,0.5,0,,,,,,,,,,High income,East Asia & Pacific,1,287800
Northern Mariana Islands,MNP,2019,60,,11.28125,,,,0.6,0,,,0.0915,0.051833333,0.3335,0.139,,,1,,1,,0,1,0,1,1,0,0,,,,,,,,0,0,0.091,0,0.125,0.333,0.2,0,0.111,0,0,0,0,0.667,0,0.278,1,0.5,,,,,,,1,,1,0,0.5,,,,,,,,,0,High income,East Asia & Pacific,1,57216
Palau,PLW,2019,30,,34.0875,,40,,0.3,0.5,,0,0.274166667,0.360833333,0.389,0.433,0.333333333,0.134,1,,1,0.4,1,0,0,1,0.5,0,0.5,,,,,,,0,0.286,0.286,0.524,0.091,0.125,0.333,0.8,0.143,0.222,0.333,0.167,0.5,0,0.778,0.333,0.533,1,0,0,0.67,0,0,0,0,1,,1,0.5,0.5,1,0.5,1,0,0,0.5,0,0,1,High income,East Asia & Pacific,1,18008
Puerto Rico,PRI,2019,80,,22.225,,,,0.8,0,,,0.156,0.221,0.3335,0.3135,,,1,,1,,1,1,0,1,1,1,0,,,,,,,,0,0.25,0.095,0.091,0,0.5,0.6,0.143,0.333,0,0,0.25,0,0.667,0.333,0.294,1,1,,,,,,,1,,1,0,0,,,,,,,,,1,High income,Latin America & Caribbean,1,3193694
San Marino,SMR,2019,60,,21.61875,,60,,0.6,0.5,,1,0.249833333,0.1765,0.222,0.2285,,,1,,-99,0.6,-99,1,0,1,1,0,0.5,,,,,,,1,0.143,0.125,0.333,0.273,0.125,0.5,0.2,0.077,0.222,0.143,0.167,0.25,0,0.444,0.222,0.235,1,0,,,,,,,1,,,0.5,0,0.5,0.5,1,1,1,0.5,1,0,,High income,Europe & Central Asia,1,33860
Sint Maarten (Dutch part),SXM,2019,40,,9.825,,,,0.4,0,,,0.035333333,0.097,0.278,0.111,,,1,,-99,,-99,1,0,1,0,0,0,,,,,,,,0,0,0.045,0,0,0.167,0.4,0.071,0.111,0,0,0,0,0.556,0,0.222,0,0,,,,,,,1,,,0,0.5,,,,,,,,,,High income,Latin America & Caribbean,1,40733
St. Kitts and Nevis,KNA,2019,20,,28.4,,25,,0.2,0.5,,0,0.214166667,0.3165,0.278,0.402,0.333333333,0.132,1,,1,0.25,1,0,0,1,0,0,0.5,,,,,,,0,0,0.125,0.429,0.273,0.125,0.333,0.8,0.154,0.111,0.167,0.167,0.5,0,0.556,0.333,0.471,1,0,0,0.33,0,0,0.33,0,1,,1,1,0,0.5,0,0,0,0,0,1,0,1,High income,Latin America & Caribbean,1,52834
St. Martin (French part),MAF,2019,40,,7.05625,,,,0.4,0,,,0,0.0935,0.1665,0.1175,,,1,,-99,,-99,1,0,1,0,0,0,,,,,,,,0,0,0,0,0,0,0.2,0,0.111,0,0,0.25,0,0.333,0,0.235,1,0,,,,,,,1,,,0,0,,,,,,,,,,High income,Latin America & Caribbean,1,38002
"Taiwan, China",TWN,2019,60,,,,,,0.6,0,0.605,,,,,,,,,0.169,-99,,-99,1,0,1,0,1,0,0.811,0.811,0.462,0.523,0.415,0.605,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0.169,,1,0.5,,0,0,,,,0,,,High income,East Asia & Pacific,1,
Tonga,TON,2019,90,,45.1125,,35,,0.9,0.5,,1,0.3825,0.429333333,0.6945,0.479,0.666666667,0.4,0,,1,0.35,1,0.5,1,1,1,1,0.5,,,,,,,1,0.714,0.25,0.524,0.182,0.125,0.5,0.8,0.154,0.222,0.4,0.5,0.5,0.5,0.889,0.333,0.625,1,1,0,1,0,0.33,0.67,0,0,,1,0.5,0.5,0,0.5,0,0,1,0,1,0,1,Upper middle income,East Asia & Pacific,1,104494
Turks and Caicos Islands,TCA,2019,60,,12.8,,,,0.6,0,,,0.030333333,0.172,0.278,0.139,,,1,,-99,,-99,1,0,1,1,0,0,,,,,,,,0,0,0.091,0.091,0,0,0.6,0.071,0.111,0,0,0.25,0,0.556,0,0.278,1,0,,,,,,,1,,,0.5,0.5,,,,,,,,,,High income,Latin America & Caribbean,1,38191
Tuvalu,TUV,2019,10,,36.60625,,5,,0.1,0.5,,0,0.368166667,0.391166667,0.3335,0.317,0.333333333,0.132,0,,-99,0.05,-99,0,0,0,0.5,0,0.5,,,,,,,0,0.143,0.143,0.476,0.364,0.25,0.833,0.8,0.214,0.333,0.333,0.167,0.5,0,0.667,0.222,0.412,1,0,0,0.33,0,0,0.33,0,0,,,0,0,0,0.5,0,0,0,0,0,0,,Upper middle income,East Asia & Pacific,1,11646
Virgin Islands (U.S.),VIR,2019,60,,9.9,,,,0.6,0,,,0.0075,0.126833333,0.278,0.111,,,1,,-99,,-99,1,0,1,1,0,0,,,,,,,,0,0,0.045,0,0,0,0.4,0,0.111,0,0,0.25,0,0.556,0,0.222,1,1,,,,,,,1,,,1,0,,,,,,,,,,High income,Latin America & Caribbean,1,106631
Italy,ITA,2018,100,91.86666667,76.88125,82.175,100,90.18458333,1,1,0.756,1,0.732,0.797833333,1,0.561,1,0.934,1,0.353,1,1,1,1,1,1,1,1,1,0.771,0.786,0.69,0.762,0.771,0.756,1,0.857,0.8,0.857,0.545,0.5,0.833,0.8,0.833,1,0.571,0.833,0.75,1,1,0.667,0.455,1,1,1,1,1,1,0.67,1,1,0.353,1,1,1,1,1,1,1,1,1,1,1,1,High income,Europe & Central Asia,1,60421760
Norway,NOR,2018,100,92.23333333,77.9125,80.66666667,100,90.1625,1,1,0.767,1,0.757833333,0.775333333,1,0.6335,0.666666667,1,1,0.56,1,1,1,1,1,1,1,1,1,1,1,0.623,0.67,0.542,0.767,1,1,0.889,0.905,0.545,0.375,0.833,0.8,0.769,1,0.5,0.833,0.75,1,1,0.667,0.6,1,1,0,1,1,1,1,1,1,0.56,1,1,1,1,1,1,1,1,1,1,1,1,High income,Europe & Central Asia,1,5311916
Austria,AUT,2018,100,91.3,76.475,79.75,100,89.505,1,1,0.739,1,0.7255,0.786,1,0.5835,1,0.866,1,0.324,1,1,1,1,1,1,1,1,1,0.907,0.963,0.686,0.703,0.434,0.739,1,1,0.7,0.9,0.545,0.375,0.833,0.8,0.833,1,0.5,0.833,0.75,1,1,0.667,0.5,1,1,1,1,1,1,0.33,1,1,0.324,1,1,1,1,1,1,1,1,1,1,1,1,High income,Europe & Central Asia,1,8840521
Slovenia,SVN,2018,100,96.93333333,76.675,71.44166667,100,89.01,1,1,0.908,1,0.750166667,0.774166667,1,0.561,0.666666667,0.934,1,0.257,1,1,1,1,1,1,1,1,1,0.963,1,0.784,0.897,0.897,0.908,1,1,0.8,0.857,0.636,0.375,0.833,0.8,0.833,1,0.429,0.833,0.75,1,1,0.667,0.455,1,1,0,1,1,1,0.67,1,1,0.257,1,1,1,1,1,1,1,1,1,1,1,1,High income,Europe & Central Asia,1,2073894
United States,USA,2018,100,94,63.08125,87.5,100,88.91625,1,1,0.82,1,0.593,0.612166667,0.9445,0.4865,1,1,1,0.5,1,1,1,1,1,1,1,1,1,0.83,0.952,0.566,0.797,0.952,0.82,1,0.857,0.7,0.762,0.364,0.375,0.5,0.6,0.615,0.625,0.5,0.833,0.5,1,0.889,0.556,0.417,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,High income,North America,1,326687501
Finland,FIN,2018,100,94.93333333,76.4375,72.36666667,100,88.7475,1,1,0.848,1,0.712666667,0.797833333,1,0.5835,0.666666667,0.8,1,0.428,1,1,1,1,1,1,1,1,1,0.859,0.963,0.689,0.897,0.834,0.848,1,1,0.7,0.857,0.6,0.286,0.833,0.8,0.833,1,0.571,0.833,0.75,1,1,0.667,0.5,1,1,0,1,0.67,1,0.33,1,1,0.428,1,1,1,1,1,1,1,1,1,1,1,1,High income,Europe & Central Asia,1,5515525
Sweden,SWE,2018,100,94.86666667,76.225,72.51666667,100,88.72166667,1,1,0.846,1,0.712166667,0.774166667,1,0.639,0.666666667,0.8,1,0.434,1,1,1,1,1,1,1,1,1,0.878,0.926,0.728,0.822,0.874,0.846,1,1,0.8,0.81,0.455,0.375,0.833,0.8,0.833,1,0.429,0.833,0.75,1,1,0.778,0.5,1,1,0,1,0.67,1,0.33,1,1,0.434,1,1,1,1,1,1,1,1,1,1,1,1,High income,Europe & Central Asia,1,10175214
Poland,POL,2018,100,95.1,72.98125,79.71666667,95,88.55958333,1,1,0.853,1,0.721166667,0.7805,0.75,0.5835,0.666666667,0.934,1,0.588,1,0.95,1,1,1,1,1,1,1,1,1,0.68,0.679,0.905,0.853,1,0.714,0.9,0.905,0.6,0.375,0.833,0.8,0.833,1,0.8,0.5,0.75,0.5,1,0.667,0.5,1,1,0,1,1,1,0.67,1,1,0.588,1,1,0.5,1,1,1,1,1,1,1,1,1,High income,Europe & Central Asia,1,37974750
Australia,AUS,2018,100,92.66666667,74.6875,74.46666667,100,88.36416667,1,1,0.78,1,0.7235,0.751333333,1,0.5505,0.666666667,1,1,0.312,1,1,1,1,1,1,1,1,1,0.963,0.411,0.599,0.976,0.952,0.78,1,1,0.778,0.9,0.455,0.375,0.833,0.8,0.75,0.875,0.5,0.833,0.75,1,1,0.556,0.545,1,1,0,1,1,1,1,1,1,0.312,1,1,1,1,1,1,1,1,1,1,1,1,High income,East Asia & Pacific,1,24982688
Switzerland,CHE,2018,100,87.66666667,78.5875,85.025,90,88.25583333,1,1,0.63,1,0.739166667,0.802666667,1,0.6615,1,1,1,0.401,1,0.9,1,1,1,1,1,1,1,0.981,0.644,0.699,0.804,0.019,0.63,1,1,0.7,0.857,0.545,0.5,0.833,0.8,0.833,1,0.6,0.833,0.75,1,1,0.778,0.545,1,1,1,1,1,1,1,1,1,0.401,1,1,1,1,1,1,1,1,1,0,1,1,High income,Europe & Central Asia,1,8514329
Netherlands,NLD,2018,100,98.5,71.13125,71.46666667,100,88.21958333,1,1,0.955,1,0.708166667,0.770166667,0.6945,0.561,0.666666667,0.8,1,0.392,1,1,1,1,1,1,1,1,1,1,1,0.775,1,1,0.955,1,0.714,0.8,0.857,0.545,0.5,0.833,0.8,0.833,1,0.571,0.667,0.75,0.5,0.889,0.667,0.455,1,1,0,1,0,1,1,1,1,0.392,1,1,1,1,1,1,1,1,1,1,1,1,High income,Europe & Central Asia,1,17231624
Spain,ESP,2018,100,90.86666667,75.49375,77.86666667,95,87.84541667,1,1,0.726,1,0.711166667,0.774166667,1,0.5835,0.666666667,1,1,0.448,1,0.95,1,1,1,1,1,1,1,0.802,0.981,0.629,0.777,0.439,0.726,1,0.857,0.8,0.857,0.545,0.375,0.833,0.8,0.833,1,0.429,0.833,0.75,1,1,0.667,0.5,1,1,0,1,1,1,1,1,1,0.448,1,1,1,1,0.5,1,1,1,1,1,1,1,High income,Europe & Central Asia,1,46797754
Mexico,MEX,2018,100,92.93333333,90.625,80.28333333,75,87.76833333,1,1,0.788,1,0.912833333,0.9075,1,0.789,0.833333333,0.934,1,0.444,-99,0.75,-99,1,1,1,1,1,1,0.963,0.83,0.841,0.826,0.481,0.788,1,1,1,1,0.727,0.75,1,1,0.917,0.778,0.75,1,1,1,1,0.778,0.8,1,0.5,1,1,1,1,0.67,1,1,0.444,,1,0.5,1,0.5,1,1,0.5,0,1,1,,Upper middle income,Latin America & Caribbean,1,126190788
Germany,DEU,2018,100,96.46666667,70.825,74.91666667,95,87.44166667,1,1,0.894,1,0.6965,0.747666667,0.75,0.5835,0.666666667,0.934,1,0.396,1,0.95,1,1,1,1,1,1,1,1,1,0.651,0.821,1,0.894,1,0.714,0.8,0.857,0.6,0.375,0.833,0.8,0.769,1,0.5,0.667,0.75,0.5,1,0.667,0.5,1,1,0,1,1,1,0.67,1,1,0.396,1,1,1,1,0.5,1,1,1,1,1,1,1,High income,Europe & Central Asia,1,82905782
France,FRA,2018,100,90.8,75.59375,67.71666667,100,86.82208333,1,1,0.724,1,0.721333333,0.774166667,1,0.561,0.666666667,0.934,1,0.108,1,1,1,1,1,1,1,1,1,0.708,0.614,0.472,0.858,0.967,0.724,1,1,0.8,0.9,0.545,0.25,0.833,0.8,0.833,1,0.429,0.833,0.75,1,1,0.667,0.455,1,1,0,1,1,1,0.67,1,1,0.108,1,1,1,1,1,1,1,1,1,1,1,1,High income,Europe & Central Asia,1,66965912
Denmark,DNK,2018,90,98.7,69.13125,75.99166667,100,86.76458333,0.9,1,0.961,1,0.6945,0.7305,0.6945,0.561,0.666666667,0.866,1,0.507,1,1,1,1,1,1,0.5,1,1,1,1,0.803,1,1,0.961,1,0.714,0.8,0.9,0.545,0.375,0.833,0.8,0.833,1,0.5,0.5,0.75,0.5,0.889,0.667,0.455,1,1,0,1,1,1,0.33,1,1,0.507,1,1,1,1,1,1,1,1,1,1,1,1,High income,Europe & Central Asia,1,5793636
Estonia,EST,2018,100,93.93333333,70.9,68.94166667,100,86.755,1,1,0.818,1,0.746166667,0.7445,0.639,0.561,0.666666667,0.866,1,0.225,1,1,1,1,1,1,1,1,1,0.963,0.963,0.769,0.963,0.434,0.818,1,0.857,0.8,0.9,0.545,0.375,1,0.8,0.75,1,0.5,0.667,0.75,0.5,0.778,0.667,0.455,1,1,0,1,1,1,0.33,1,1,0.225,1,1,1,1,1,1,1,1,1,1,1,1,High income,Europe & Central Asia,1,1321977
Canada,CAN,2018,100,93.2,60.5375,84.11666667,95,86.57083333,1,1,0.796,1,0.589166667,0.675,0.5,0.5505,0.666666667,1,1,0.698,1,0.95,1,1,1,1,1,1,1,0.915,0.967,0.651,0.967,0.481,0.796,1,0.429,0.8,0.9,0.364,0.375,0.667,0.8,0.667,1,0.5,0.333,0.75,0,1,0.556,0.545,1,1,0,1,1,1,1,1,1,0.698,1,1,1,1,0.5,1,1,1,1,1,1,1,High income,North America,1,37057765
Ireland,IRL,2018,100,94.73333333,75.4125,66.34166667,95,86.2975,1,1,0.842,1,0.699166667,0.784,1,0.5835,0.666666667,0.866,1,0.121,1,0.95,1,1,1,1,1,1,1,0.963,0.963,0.798,0.524,0.963,0.842,1,1,0.8,0.857,0.455,0.25,0.833,0.8,0.75,1,0.571,0.833,0.75,1,1,0.667,0.5,1,1,0,1,1,1,0.33,1,1,0.121,1,1,1,1,0.5,1,1,1,1,1,1,1,High income,Europe & Central Asia,1,4867316
Portugal,PRT,2018,100,90.76666667,71.2375,69.44166667,100,86.28916667,1,1,0.723,1,0.716166667,0.7465,0.75,0.561,0.666666667,0.866,1,0.245,1,1,1,1,1,1,1,1,1,1,0.905,0.845,0.867,0,0.723,1,0.714,0.8,0.905,0.545,0.5,0.833,0.8,0.833,1,0.429,0.667,0.75,0.5,1,0.667,0.455,1,1,0,1,1,1,0.33,1,1,0.245,1,1,1,1,1,1,1,1,1,1,1,1,High income,Europe & Central Asia,1,10283822
Turkey,TUR,2018,100,84,88.675,61.44166667,95,85.82333333,1,1,0.52,1,0.8255,0.958333333,1,0.7425,0.666666667,0.666,1,0.125,-99,0.95,-99,1,1,1,1,1,1,0.768,0.052,0.434,0.548,0.801,0.52,1,1,0.9,1,0.636,0.75,0.667,1,0.75,1,1,1,1,1,1,0.667,0.818,1,1,0,1,0.33,1,1,0,1,0.125,,1,0.5,1,1,1,1,1,1,1,1,,Upper middle income,Europe & Central Asia,1,82319724
Slovak Republic,SVK,2018,90,94.93333333,70.55625,73.09166667,100,85.71625,0.9,1,0.848,1,0.678666667,0.758333333,0.75,0.5835,0.666666667,0.934,1,0.323,1,1,1,1,1,1,0.5,1,1,0.943,1,0.792,0.576,0.929,0.848,1,0.714,0.7,0.905,0.545,0.375,0.833,0.8,0.833,1,0.5,0.667,0.75,0.5,1,0.667,0.5,1,1,0,1,1,1,0.67,1,1,0.323,1,1,1,1,1,1,1,1,1,1,1,1,High income,Europe & Central Asia,1,5446771
Lithuania,LTU,2018,100,91.83333333,63.49375,71.86666667,100,85.43875,1,1,0.755,1,0.687666667,0.688833333,0.389,0.561,0.666666667,0.866,1,0.342,1,1,1,1,1,1,1,1,1,0.981,1,0.934,0.812,0.048,0.755,1,0.571,0.8,0.905,0.6,0.25,1,0.8,0.75,1,0.5,0.333,0.75,0,0.778,0.667,0.455,1,1,0,1,1,1,0.33,1,1,0.342,1,1,1,1,1,1,1,1,1,1,1,1,High income,Europe & Central Asia,1,2801543
Japan,JPN,2018,90,90.53333333,72.9625,78.3,95,85.35916667,0.9,1,0.716,1,0.666,0.753666667,1,0.578,1,0.666,1,0.466,1,0.95,1,1,1,1,0.5,1,1,0.963,0.844,0.375,0.481,0.915,0.716,1,0.857,0.667,0.9,0.364,0.375,0.833,0.8,0.75,0.889,0.5,0.833,0.75,1,1,0.556,0.6,1,1,1,0.33,0,1,1,1,1,0.466,1,1,1,1,0.5,1,1,1,1,1,1,1,High income,East Asia & Pacific,1,126529100
Czech Republic,CZE,2018,90,90.1,75.3625,75.61666667,95,85.21583333,0.9,1,0.703,1,0.703333333,0.786,1,0.561,0.666666667,0.934,1,0.424,1,0.95,1,1,1,1,0.5,1,1,0.963,0.963,0.497,0.613,0.481,0.703,1,1,0.7,0.857,0.455,0.375,0.833,0.8,0.833,1,0.5,0.833,0.75,1,1,0.667,0.455,1,1,0,1,1,1,0.67,1,1,0.424,1,1,1,1,0.5,1,1,1,1,1,1,1,High income,Europe & Central Asia,1,10629928
Hungary,HUN,2018,100,86.86666667,69.7,68.26666667,100,84.96666667,1,1,0.606,1,0.709666667,0.7305,0.6945,0.561,0.666666667,0.934,1,0.13,1,1,1,1,1,1,1,1,1,0.859,0.859,0.511,0.775,0.024,0.606,1,0.714,0.8,0.9,0.636,0.375,0.833,0.8,0.833,1,0.5,0.5,0.75,0.5,0.889,0.667,0.455,1,1,0,1,1,1,0.67,1,1,0.13,1,1,1,1,1,1,1,1,1,1,1,1,High income,Europe & Central Asia,1,9775564
"Korea, Rep.",KOR,2018,100,93.4,76.60625,74.06666667,80,84.81458333,1,1,0.802,1,0.721,0.824833333,1,0.491,0.666666667,1,1,0.296,1,0.8,1,1,1,1,1,1,1,0.874,0.926,0.804,0.481,0.926,0.802,1,0.857,0.8,0.952,0.455,0.429,0.833,1,0.615,1,0.667,0.667,1,1,1,0.444,0.538,1,1,0,1,1,1,1,1,1,0.296,1,1,0.5,1,0.5,1,1,0,1,1,1,1,High income,East Asia & Pacific,1,51606633
Greece,GRC,2018,100,87.5,70.61875,69.11666667,95,84.44708333,1,1,0.625,1,0.708166667,0.7305,0.75,0.5835,0.666666667,0.934,1,0.164,1,0.95,1,1,1,1,1,1,1,0.471,0.674,0.378,0.642,0.963,0.625,1,0.714,0.8,0.857,0.545,0.5,0.833,0.8,0.833,1,0.5,0.5,0.75,0.5,1,0.667,0.5,1,1,0,1,1,1,0.67,1,1,0.164,1,1,1,1,0.5,1,1,1,1,1,1,1,High income,Europe & Central Asia,1,10732882
Latvia,LVA,2018,100,89.16666667,62.7875,68.04166667,100,83.99916667,1,1,0.675,1,0.670666667,0.687,0.389,0.561,0.666666667,0.934,1,0.121,1,1,1,1,1,1,1,1,1,0.886,0.905,0.792,0.76,0.033,0.675,1,0.571,0.8,0.9,0.545,0.375,0.833,0.8,0.75,0.889,0.6,0.333,0.75,0,0.778,0.667,0.455,1,1,0,1,1,1,0.67,1,1,0.121,1,1,1,1,1,1,1,1,1,1,1,1,High income,Europe & Central Asia,1,1927174
United Kingdom,GBR,2018,100,86.8,74.78125,66.01666667,90,83.51958333,1,1,0.604,1,0.717,0.775333333,1,0.5055,0.666666667,0.866,1,0.108,1,0.9,1,1,1,1,1,1,1,0.775,0.384,0.35,0.738,0.775,0.604,1,0.857,0.8,0.857,0.455,0.5,0.833,0.8,0.769,1,0.5,0.833,0.75,1,1,0.556,0.455,1,1,0,1,1,1,0.33,1,1,0.108,1,1,1,1,1,1,1,1,1,0,1,1,High income,Europe & Central Asia,1,66460344
New Zealand,NZL,2018,100,91.63333333,71.5,64.36666667,90,83.5,1,1,0.749,1,0.648333333,0.7305,1,0.5835,0.666666667,0.8,1,0.108,1,0.9,1,1,1,1,1,1,1,0.77,0.926,0.628,0.537,0.884,0.749,1,0.857,0.625,0.905,0.545,0.125,0.833,0.8,0.75,1,0.5,0.833,0.5,1,1,0.667,0.5,1,1,0,1,1,1,0,1,1,0.108,1,1,1,1,1,1,1,0,1,1,1,1,High income,East Asia & Pacific,1,4841000
Bulgaria,BGR,2018,100,90.1,62.4,70.84166667,90,82.66833333,1,1,0.703,1,0.624666667,0.593,0.8335,0.5055,0.666666667,0.934,1,0.233,-99,0.9,-99,1,1,1,1,1,1,0.863,0.745,0.623,0.821,0.463,0.703,1,0.857,0.8,0.81,0.364,0.25,0.667,0.6,0.583,0.625,0.333,0.667,0.75,1,0.667,0.556,0.455,1,1,0,1,1,1,0.67,1,1,0.233,,1,1,1,1,1,1,1,1,1,0,,Upper middle income,Europe & Central Asia,1,7025037
Armenia,ARM,2018,100,84.96666667,82.04375,59.94166667,85,82.39041667,1,1,0.549,1,0.8225,0.809666667,0.9445,0.7225,0.666666667,0.6,1,0.131,-99,0.85,-99,1,1,1,1,1,1,0.715,0.746,0.612,0.671,0,0.549,1,1,0.889,0.952,0.636,0.625,0.833,0.933,0.75,0.625,0.75,0.8,1,1,0.889,0.778,0.667,1,1,0,1,0.33,1,0.67,0,1,0.131,,1,1,1,0.5,1,1,0.5,0.5,1,1,,Upper middle income,Europe & Central Asia,1,2951776
Belgium,BEL,2018,100,83.93333333,64.1375,67.86666667,95,82.1875,1,1,0.518,1,0.6775,0.679166667,0.5,0.561,0.666666667,0.8,1,0.248,1,0.95,1,1,1,1,1,1,1,0.706,0.617,0.578,0.407,0.28,0.518,1,0.571,0.8,0.85,0.636,0.375,0.833,0.8,0.692,1,0.5,0.333,0.75,0,1,0.667,0.455,1,1,0,1,0.33,1,0.67,1,1,0.248,1,1,1,1,0.5,1,1,1,1,1,1,1,High income,Europe & Central Asia,1,11427054
Cyprus,CYP,2018,100,92.26666667,54.6625,71.65833333,85,80.7175,1,1,0.768,1,0.535666667,0.570833333,0.5835,0.47,0.833333333,0.934,1,0.099,-99,0.85,-99,1,1,1,1,1,1,0.878,0.721,0.467,0.841,0.933,0.768,1,0.571,0.6,0.762,0.364,0.25,0.667,0.8,0.5,0.625,0.5,0.5,0.5,0.5,0.667,0.667,0.273,1,1,0.5,1,1,1,0.67,1,1,0.099,,1,1,1,0.5,1,0,1,1,1,1,,High income,Europe & Central Asia,1,1189265
Chile,CHL,2018,100,76.96666667,81.03125,59.525,85,80.50458333,1,1,0.309,1,0.786666667,0.864833333,1,0.528,0.5,0.6,1,0.281,1,0.85,1,1,1,1,1,1,1,0.496,0.588,0.079,0.382,0,0.309,1,1,0.9,0.9,0.545,0.375,1,1,0.833,0.889,0.667,0.8,1,1,1,0.556,0.5,1,0.5,0,1,0,1,0,1,1,0.281,1,1,1,1,0.5,1,1,0,1,1,1,1,High income,Latin America & Caribbean,1,18729160
Kazakhstan,KAZ,2018,100,82.13333333,80.175,62.35,70,78.93166667,1,1,0.464,1,0.8335,0.738833333,0.9445,0.7525,0.5,0.6,1,0.394,-99,0.7,-99,1,1,1,1,1,1,0.896,0.463,0.468,0.49,0,0.464,1,1,0.778,0.905,0.818,0.5,1,0.933,0.583,0.75,0.75,0.667,0.75,1,0.889,0.778,0.727,1,0.5,0,1,0,1,1,0,1,0.394,,0.5,1,1,1,1,0,0.5,0,1,1,,Upper middle income,Europe & Central Asia,1,18276498.5
